"","species","higher_taxon","trap","date"
"593","28","Staphylinidae","Hg","5/17/05"
"594","28","Staphylinidae","Hg","5/18/05"
"595","28","Staphylinidae","Hg","10/28/05"
"596","28","Staphylinidae","Hg","11/25/05"
"597","28","Staphylinidae","Hg","11/25/05"
"598","28","Staphylinidae","Hg","11/25/05"
"599","28","Staphylinidae","Na","3/29/05"
"600","28","Staphylinidae","Na","4/19/05"
"601","28","Staphylinidae","Na","4/20/05"
"602","28","Staphylinidae","Na","5/13/05"
"603","28","Staphylinidae","Na","5/17/05"
"604","28","Staphylinidae","Na","5/18/05"
"605","28","Staphylinidae","Na","11/18/05"
"606","28","Staphylinidae","Na_F","4/19/05"
"607","28","Staphylinidae","Na_F","10/28/05"
"608","28","Staphylinidae","Na_F","11/25/05"
"609","280","Carabidae","Na","11/4/05"
"610","281","Carabidae","Na","11/17/05"
"611","282","Carabidae","Hg","10/28/05"
"612","283","Carabidae","Hg","11/24/05"
"613","284","Carabidae","Hg","11/17/05"
"614","285","Carabidae","Hg","11/25/05"
"615","286","Carabidae","Hg","10/28/05"
"616","287","Silvanidae","Na","11/25/05"
"617","287","Silvanidae","Na","11/25/05"
"618","287","Silvanidae","Na","11/4/05"
"619","289","Latridiidae","Hg","11/22/05"
"620","29","Staphylinidae","Control","5/13/05"
"621","292","Anthribidae","Control","11/8/05"
"622","294","Mordellidae","Control","12/1/05"
"623","295","Mordellidae","Na","11/12/05"
"624","297","Zopheridae","Hg","12/2/05"
"625","298","Zopheridae","Na","11/22/05"
"626","299","Aderidae","Na","11/24/05"
"627","299","Aderidae","Na_F","12/2/05"
"628","3","Dytiscidae","Hg","5/17/05"
"629","30","Staphylinidae","Hg","3/16/05"
"630","30","Staphylinidae","Hg","3/23/05"
"631","30","Staphylinidae","Hg","3/24/05"
"632","30","Staphylinidae","Hg","3/29/05"
"633","30","Staphylinidae","Hg","3/31/05"
"634","30","Staphylinidae","Hg","3/31/05"
"635","30","Staphylinidae","Hg","4/13/05"
"636","30","Staphylinidae","Hg","4/6/05"
"637","30","Staphylinidae","Hg","12/2/05"
"638","30","Staphylinidae","Na","11/25/05"
"639","302","Anthicidae","Hg","12/2/05"
"640","302","Anthicidae","Na","11/25/05"
"641","306","Scarabaeidae","Na","10/28/05"
"642","309","Scarabaeidae","Hg","11/8/05"
"643","31","Staphylinidae","Hg","3/16/05"
"644","31","Staphylinidae","Hg","3/16/05"
"645","31","Staphylinidae","Hg","3/18/05"
"646","31","Staphylinidae","Hg","3/18/05"
"647","31","Staphylinidae","Hg","3/31/05"
"648","31","Staphylinidae","Hg","4/12/05"
"649","31","Staphylinidae","Hg","4/19/05"
"650","31","Staphylinidae","Hg","4/20/05"
"651","31","Staphylinidae","Hg","4/5/05"
"652","31","Staphylinidae","Hg","4/5/05"
"653","31","Staphylinidae","Hg","4/5/05"
"654","31","Staphylinidae","Hg","5/11/05"
"655","31","Staphylinidae","Hg","5/11/05"
"656","31","Staphylinidae","Hg","5/4/05"
"657","31","Staphylinidae","Hg","11/12/05"
"658","31","Staphylinidae","Hg","11/17/05"
"659","31","Staphylinidae","Hg","11/17/05"
"660","31","Staphylinidae","Hg","11/17/05"
"661","31","Staphylinidae","Hg","11/17/05"
"662","31","Staphylinidae","Hg","11/18/05"
"663","31","Staphylinidae","Hg","11/24/05"
"664","31","Staphylinidae","Hg","11/24/05"
"665","31","Staphylinidae","Hg","11/25/05"
"666","31","Staphylinidae","Hg","11/25/05"
"667","31","Staphylinidae","Hg","11/25/05"
"668","31","Staphylinidae","Hg","11/25/05"
"669","31","Staphylinidae","Hg","11/25/05"
"670","31","Staphylinidae","Hg","11/25/05"
"671","31","Staphylinidae","Hg","11/25/05"
"672","31","Staphylinidae","Hg","11/4/05"
"673","31","Staphylinidae","Hg","12/2/05"
"674","31","Staphylinidae","Na","3/16/05"
"675","31","Staphylinidae","Na","3/29/05"
"676","31","Staphylinidae","Na","4/20/05"
"677","31","Staphylinidae","Na_F","4/13/05"
"678","31","Staphylinidae","Na_F","5/11/05"
"679","31","Staphylinidae","Na_F","10/28/05"
"680","31","Staphylinidae","Na_F","11/17/05"
"681","31","Staphylinidae","Na_F","11/25/05"
"682","31","Staphylinidae","Control","12/2/05"
"683","31","Staphylinidae","Control","12/2/05"
"684","310","Scarabaeidae","Hg","11/17/05"
"685","310","Scarabaeidae","Hg","11/8/05"
"686","310","Scarabaeidae","Hg","11/8/05"
"687","310","Scarabaeidae","Hg","11/8/05"
"688","310","Scarabaeidae","Hg","11/8/05"
"689","311","Scarabaeidae","Hg","11/11/05"
"690","311","Scarabaeidae","Na","11/22/05"
"691","311","Scarabaeidae","Na","11/4/05"
"692","311","Scarabaeidae","Na","11/4/05"
"693","311","Scarabaeidae","Na_F","11/4/05"
"694","312","Scarabaeidae","Hg","11/12/05"
"695","312","Scarabaeidae","Hg","11/17/05"
"696","312","Scarabaeidae","Hg","11/17/05"
"697","312","Scarabaeidae","Hg","11/17/05"
"698","312","Scarabaeidae","Hg","11/17/05"
"699","312","Scarabaeidae","Hg","11/17/05"
"700","312","Scarabaeidae","Hg","11/18/05"
"701","312","Scarabaeidae","Hg","11/24/05"
"702","312","Scarabaeidae","Hg","11/24/05"
"703","312","Scarabaeidae","Hg","11/24/05"
"704","312","Scarabaeidae","Hg","11/24/05"
"705","312","Scarabaeidae","Hg","11/24/05"
"706","312","Scarabaeidae","Hg","11/25/05"
"707","312","Scarabaeidae","Hg","11/25/05"
"708","312","Scarabaeidae","Hg","11/25/05"
"709","312","Scarabaeidae","Hg","11/29/05"
"710","312","Scarabaeidae","Hg","11/29/05"
"711","312","Scarabaeidae","Hg","11/29/05"
"712","312","Scarabaeidae","Hg","11/29/05"
"713","312","Scarabaeidae","Hg","11/4/05"
"714","312","Scarabaeidae","Hg","11/4/05"
"715","312","Scarabaeidae","Hg","11/4/05"
"716","312","Scarabaeidae","Hg","11/4/05"
"717","312","Scarabaeidae","Hg","11/4/05"
"718","312","Scarabaeidae","Hg","11/8/05"
"719","312","Scarabaeidae","Hg","11/8/05"
"720","312","Scarabaeidae","Hg","11/8/05"
"721","312","Scarabaeidae","Hg","11/8/05"
"722","313","Scarabaeidae","Hg","11/24/05"
"723","313","Scarabaeidae","Na","11/24/05"
"724","313","Scarabaeidae","Na","11/29/05"
"725","314","Scarabaeidae","Hg","10/28/05"
"726","314","Scarabaeidae","Hg","11/24/05"
"727","314","Scarabaeidae","Hg","11/4/05"
"728","314","Scarabaeidae","Hg","11/4/05"
"729","314","Scarabaeidae","Na","11/25/05"
"730","314","Scarabaeidae","Na","11/4/05"
"731","315","Hybosoridae","Hg","10/28/05"
"732","318","Phalacridae","Na","11/25/05"
"733","319","Cryptophagidae","Hg","12/1/05"
"734","319","Cryptophagidae","Na_F","12/1/05"
"735","32","Staphylinidae","Hg","3/29/05"
"736","32","Staphylinidae","Hg","4/12/05"
"737","32","Staphylinidae","Hg","4/12/05"
"738","32","Staphylinidae","Hg","4/13/05"
"739","32","Staphylinidae","Hg","4/5/05"
"740","32","Staphylinidae","Hg","5/10/05"
"741","32","Staphylinidae","Hg","5/10/05"
"742","32","Staphylinidae","Hg","5/17/05"
"743","32","Staphylinidae","Hg","5/18/05"
"744","32","Staphylinidae","Hg","5/6/05"
"745","32","Staphylinidae","Hg","5/6/05"
"746","32","Staphylinidae","Hg","11/18/05"
"747","32","Staphylinidae","Hg","11/22/05"
"748","32","Staphylinidae","Hg","11/22/05"
"749","32","Staphylinidae","Na","4/19/05"
"750","32","Staphylinidae","Na","4/6/05"
"751","32","Staphylinidae","Na","5/13/05"
"752","320","Nitidulidae","Na_F","11/18/05"
"753","321","Nitidulidae","Hg","11/17/05"
"754","321","Nitidulidae","Hg","11/24/05"
"755","321","Nitidulidae","Hg","11/4/05"
"756","321","Nitidulidae","Na","11/12/05"
"757","321","Nitidulidae","Na","11/17/05"
"758","321","Nitidulidae","Na","11/17/05"
"759","321","Nitidulidae","Na","11/18/05"
"760","321","Nitidulidae","Na_F","11/18/05"
"761","321","Nitidulidae","Na_F","11/18/05"
"762","321","Nitidulidae","Control","11/17/05"
"763","322","Nitidulidae","Na","11/29/05"
"764","323","Nitidulidae","Hg","12/1/05"
"765","324","Nitidulidae","Hg","11/25/05"
"766","325","Nitidulidae","Control","11/17/05"
"767","326","Nitidulidae","Hg","11/25/05"
"768","328","Nitidulidae","Hg","11/18/05"
"769","328","Nitidulidae","Na","11/18/05"
"770","329","Nitidulidae","Hg","11/17/05"
"771","329","Nitidulidae","Hg","11/25/05"
"772","329","Nitidulidae","Hg","12/2/05"
"773","33","Staphylinidae","Hg","4/19/05"
"774","33","Staphylinidae","Hg","5/13/05"
"775","33","Staphylinidae","Hg","6/7/05"
"776","33","Staphylinidae","Hg","11/17/05"
"777","33","Staphylinidae","Hg","12/2/05"
"778","330","Nitidulidae","Hg","11/25/05"
"779","330","Nitidulidae","Na_F","12/1/05"
"780","331","Laemophloeidae","Hg","11/29/05"
"781","331","Laemophloeidae","Na","11/12/05"
"782","331","Laemophloeidae","Na","11/25/05"
"783","331","Laemophloeidae","Na","11/29/05"
"784","332","Laemophloeidae","Hg","11/17/05"
"785","333","Laemophloeidae","Hg","11/22/05"
"786","334","Ptilodactylidae","Hg","11/4/05"
"787","336","Ptiliidae","Na","11/12/05"
"788","336","Ptiliidae","Na","11/29/05"
"789","336","Ptiliidae","Control","11/22/05"
"790","338","Histeridae","Na","11/4/05"
"791","339","Histeridae","Na","11/29/05"
"792","34","Staphylinidae","Hg","4/12/05"
"793","34","Staphylinidae","Hg","5/13/05"
"794","34","Staphylinidae","Hg","11/17/05"
"795","34","Staphylinidae","Na","5/18/05"
"796","34","Staphylinidae","Na","11/18/05"
"797","34","Staphylinidae","Na_F","12/1/05"
"798","340","Elateridae","Na_F","11/18/05"
"799","341","Elateridae","Hg","11/29/05"
"800","341","Elateridae","Na","12/2/05"
"801","343","Elateridae","Na_F","11/25/05"
"802","344","Elateridae","Na","11/18/05"
"803","348","Ripiphoridae","Na_F","11/24/05"
"804","349","Silphidae","Hg","11/4/05"
"805","35","Staphylinidae","Hg","4/20/05"
"806","350","Scirtidae","Na","11/25/05"
"807","352","Archeocrypticidae","Hg","10/28/05"
"808","352","Archeocrypticidae","Na_F","11/4/05"
"809","352","Archeocrypticidae","Na_F","11/4/05"
"810","352","Archeocrypticidae","Na_F","11/4/05"
"811","355","Ptinidae","Hg","11/22/05"
"812","355","Ptinidae","Hg","11/24/05"
"813","355","Ptinidae","Hg","11/25/05"
"814","355","Ptinidae","Hg","11/25/05"
"815","355","Ptinidae","Hg","11/25/05"
"816","355","Ptinidae","Hg","11/29/05"
"817","355","Ptinidae","Hg","12/1/05"
"818","355","Ptinidae","Hg","12/2/05"
"819","355","Ptinidae","Na_F","11/18/05"
"820","356","Ptinidae","Hg","11/17/05"
"821","356","Ptinidae","Hg","11/4/05"
"822","357","Bostrichidae","Hg","11/29/05"
"823","358","Coccinellidae","Na_F","11/25/05"
"824","358","Coccinellidae","Na_F","11/8/05"
"825","358","Coccinellidae","Control","11/18/05"
"826","358","Coccinellidae","Control","11/22/05"
"827","36","Staphylinidae","Hg","4/13/05"
"828","36","Staphylinidae","Hg","5/11/05"
"829","361","Endomychidae","Na","11/25/05"
"830","363","Cerylonidae","Na_F","11/18/05"
"831","37","Staphylinidae","Hg","4/13/05"
"832","38","Staphylinidae","Na_F","5/13/05"
"833","39","Staphylinidae","Hg","5/17/05"
"834","4","Staphylinidae","Hg","3/16/05"
"835","4","Staphylinidae","Hg","3/16/05"
"836","4","Staphylinidae","Hg","3/16/05"
"837","4","Staphylinidae","Hg","3/18/05"
"838","4","Staphylinidae","Hg","3/29/05"
"839","4","Staphylinidae","Hg","3/29/05"
"840","4","Staphylinidae","Hg","3/29/05"
"841","4","Staphylinidae","Hg","4/13/05"
"842","4","Staphylinidae","Hg","4/13/05"
"843","4","Staphylinidae","Hg","4/13/05"
"844","4","Staphylinidae","Hg","4/20/05"
"845","4","Staphylinidae","Hg","4/5/05"
"846","4","Staphylinidae","Hg","4/6/05"
"847","4","Staphylinidae","Hg","5/10/05"
"848","4","Staphylinidae","Hg","5/10/05"
"849","4","Staphylinidae","Hg","5/10/05"
"850","4","Staphylinidae","Hg","5/6/05"
"851","4","Staphylinidae","Hg","6/1/05"
"852","4","Staphylinidae","Hg","11/18/05"
"853","4","Staphylinidae","Hg","11/25/05"
"854","4","Staphylinidae","Hg","11/25/05"
"855","4","Staphylinidae","Na","3/16/05"
"856","4","Staphylinidae","Na","3/16/05"
"857","4","Staphylinidae","Na","3/16/05"
"858","4","Staphylinidae","Na","3/16/05"
"859","4","Staphylinidae","Na","3/16/05"
"860","4","Staphylinidae","Na","3/18/05"
"861","4","Staphylinidae","Na","3/18/05"
"862","4","Staphylinidae","Na","3/18/05"
"863","4","Staphylinidae","Na","3/18/05"
"864","4","Staphylinidae","Na","3/24/05"
"865","4","Staphylinidae","Na","4/12/05"
"866","4","Staphylinidae","Na","4/13/05"
"867","4","Staphylinidae","Na","4/13/05"
"868","4","Staphylinidae","Na","5/13/05"
"869","4","Staphylinidae","Na","5/18/05"
"870","4","Staphylinidae","Na","11/25/05"
"871","4","Staphylinidae","Na","11/25/05"
"872","4","Staphylinidae","Na","11/25/05"
"873","4","Staphylinidae","Na","11/25/05"
"874","4","Staphylinidae","Na","11/4/05"
"875","4","Staphylinidae","Na_F","4/12/05"
"876","4","Staphylinidae","Na_F","4/13/05"
"877","4","Staphylinidae","Na_F","12/2/05"
"878","4","Staphylinidae","Na_F","12/2/05"
"879","4","Staphylinidae","Control","12/2/05"
"880","40","Staphylinidae","Hg","4/13/05"
"881","40","Staphylinidae","Na","11/18/05"
"882","41","Staphylinidae","Hg","3/18/05"
"883","41","Staphylinidae","Hg","4/5/05"
"884","42","Staphylinidae","Hg","4/6/05"
"885","43","Staphylinidae","Hg","4/13/05"
"886","43","Staphylinidae","Hg","5/13/05"
"887","44","Staphylinidae","Na","4/13/05"
"888","45","Staphylinidae","Hg","4/13/05"
"889","46","Staphylinidae","Hg","3/29/05"
"890","47","Staphylinidae","Hg","5/11/05"
"891","48","Staphylinidae","Hg","4/19/05"
"892","48","Staphylinidae","Hg","5/17/05"
"893","48","Staphylinidae","Hg","6/1/05"
"894","48","Staphylinidae","Na","4/20/05"
"895","49","Staphylinidae","Hg","5/13/05"
"896","49","Staphylinidae","Hg","5/18/05"
"897","5","Staphylinidae","Hg","3/24/05"
"898","5","Staphylinidae","Hg","3/24/05"
"899","5","Staphylinidae","Hg","3/24/05"
"900","5","Staphylinidae","Hg","4/19/05"
"901","5","Staphylinidae","Hg","4/6/05"
"902","5","Staphylinidae","Hg","5/13/05"
"903","5","Staphylinidae","Na","4/13/05"
"904","50","Staphylinidae","Na","4/20/05"
"905","50","Staphylinidae","Na","4/5/05"
"906","51","Staphylinidae","Hg","5/13/05"
"907","51","Staphylinidae","Na","4/20/05"
"908","52","Staphylinidae","Hg","3/18/05"
"909","54","Staphylinidae","Na_F","3/16/05"
"910","55","Staphylinidae","Hg","4/12/05"
"911","55","Staphylinidae","Hg","4/13/05"
"912","55","Staphylinidae","Hg","11/25/05"
"913","56","Staphylinidae","Na","5/11/05"
"914","56","Staphylinidae","Na","10/28/05"
"915","57","Staphylinidae","Hg","3/16/05"
"916","57","Staphylinidae","Hg","3/31/05"
"917","57","Staphylinidae","Hg","4/19/05"
"918","57","Staphylinidae","Hg","5/10/05"
"919","57","Staphylinidae","Hg","5/10/05"
"920","57","Staphylinidae","Hg","5/10/05"
"921","57","Staphylinidae","Hg","11/22/05"
"922","57","Staphylinidae","Hg","11/22/05"
"923","57","Staphylinidae","Hg","11/4/05"
"924","57","Staphylinidae","Na","5/10/05"
"925","57","Staphylinidae","Na","11/24/05"
"926","58","Staphylinidae","Hg","3/16/05"
"927","58","Staphylinidae","Hg","3/23/05"
"928","58","Staphylinidae","Hg","4/13/05"
"929","58","Staphylinidae","Hg","4/5/05"
"930","58","Staphylinidae","Hg","4/5/05"
"931","58","Staphylinidae","Hg","5/13/05"
"932","58","Staphylinidae","Hg","10/28/05"
"933","58","Staphylinidae","Hg","11/18/05"
"934","58","Staphylinidae","Hg","11/18/05"
"935","58","Staphylinidae","Hg","11/4/05"
"936","59","Staphylinidae","Hg","4/20/05"
"937","59","Staphylinidae","Hg","5/10/05"
"938","59","Staphylinidae","Na","5/6/05"
"939","6","Staphylinidae","Hg","4/12/05"
"940","6","Staphylinidae","Hg","4/6/05"
"941","6","Staphylinidae","Hg","5/11/05"
"942","60","Staphylinidae","Hg","4/12/05"
"943","60","Staphylinidae","Hg","4/13/05"
"944","60","Staphylinidae","Hg","4/13/05"
"945","60","Staphylinidae","Hg","4/5/05"
"946","60","Staphylinidae","Na","3/29/05"
"947","60","Staphylinidae","Na","4/12/05"
"948","60","Staphylinidae","Na","5/10/05"
"949","61","Staphylinidae","Hg","4/12/05"
"950","61","Staphylinidae","Hg","4/13/05"
"951","61","Staphylinidae","Hg","11/8/05"
"952","61","Staphylinidae","Hg","12/1/05"
"953","61","Staphylinidae","Na_F","11/29/05"
"954","62","Scydmaeninae","Hg","4/13/05"
"955","62","Scydmaeninae","Hg","4/6/05"
"956","62","Scydmaeninae","Hg","11/17/05"
"957","62","Scydmaeninae","Na","5/18/05"
"958","62","Scydmaeninae","Na","11/25/05"
"959","62","Scydmaeninae","Na_F","3/24/05"
"960","63","Scydmaeninae","Hg","11/24/05"
"961","63","Scydmaeninae","Na","3/29/05"
"962","63","Scydmaeninae","Na","5/18/05"
"963","64","Scydmaeninae","Na","3/16/05"
"964","65","Scydmaeninae","Hg","4/13/05"
"965","66","Scydmaeninae","Na","4/20/05"
"966","67","Scydmaeninae","Na","5/10/05"
"967","68","Curculionidae","Hg","3/24/05"
"968","68","Curculionidae","Hg","3/24/05"
"969","68","Curculionidae","Hg","4/12/05"
"970","68","Curculionidae","Hg","4/12/05"
"971","68","Curculionidae","Hg","4/13/05"
"972","69","Scolytinae","Control","3/29/05"
"973","69","Scolytinae","Control","4/12/05"
"974","69","Scolytinae","Control","5/11/05"
"975","69","Scolytinae","Control","5/13/05"
"976","69","Scolytinae","Control","5/13/05"
"977","69","Scolytinae","Control","5/17/05"
"978","69","Scolytinae","Control","5/17/05"
"979","69","Scolytinae","Control","5/18/05"
"980","69","Scolytinae","Control","5/18/05"
"981","69","Scolytinae","Control","5/18/05"
"982","69","Scolytinae","Hg","5/11/05"
"983","69","Scolytinae","Hg","5/13/05"
"984","69","Scolytinae","Hg","6/1/05"
"985","69","Scolytinae","Hg","11/17/05"
"986","69","Scolytinae","Hg","11/22/05"
"987","69","Scolytinae","Hg","11/24/05"
"988","69","Scolytinae","Hg","11/8/05"
"989","69","Scolytinae","Na","3/29/05"
"990","69","Scolytinae","Na","4/13/05"
"991","69","Scolytinae","Na","4/13/05"
"992","69","Scolytinae","Na","4/20/05"
"993","69","Scolytinae","Na","5/11/05"
"994","69","Scolytinae","Na","5/13/05"
"995","69","Scolytinae","Na","5/13/05"
"996","69","Scolytinae","Na","5/13/05"
"997","69","Scolytinae","Na","5/13/05"
"998","69","Scolytinae","Na","5/13/05"
"999","69","Scolytinae","Na","5/13/05"
"1000","69","Scolytinae","Na","5/17/05"
"1001","69","Scolytinae","Na","11/24/05"
"1002","69","Scolytinae","Na","11/25/05"
"1003","69","Scolytinae","Na_F","5/10/05"
"1004","69","Scolytinae","Control","12/1/05"
"1005","7","Staphylinidae","Hg","3/24/05"
"1006","7","Staphylinidae","Hg","3/24/05"
"1007","7","Staphylinidae","Hg","3/31/05"
"1008","7","Staphylinidae","Hg","10/28/05"
"1009","7","Staphylinidae","Na_F","10/28/05"
"1010","70","Scolytinae","Hg","3/24/05"
"1011","70","Scolytinae","Hg","4/13/05"
"1012","70","Scolytinae","Hg","4/13/05"
"1013","70","Scolytinae","Hg","4/13/05"
"1014","70","Scolytinae","Hg","4/6/05"
"1015","70","Scolytinae","Hg","4/6/05"
"1016","70","Scolytinae","Hg","5/13/05"
"1017","70","Scolytinae","Hg","5/13/05"
"1018","70","Scolytinae","Hg","5/17/05"
"1019","70","Scolytinae","Hg","6/1/05"
"1020","70","Scolytinae","Hg","10/28/05"
"1021","70","Scolytinae","Na","4/12/05"
"1022","70","Scolytinae","Na","5/18/05"
"1023","70A","Scolytinae","Hg","11/8/05"
"1024","70A","Scolytinae","Hg","12/1/05"
"1025","71","Scolytinae","Na","5/11/05"
"1026","71","Scolytinae","Na","5/17/05"
"1027","71","Scolytinae","Na","5/6/05"
"1028","71","Scolytinae","Na_F","4/12/05"
"1029","71","Scolytinae","Control","11/17/05"
"1030","71","Scolytinae","Control","11/18/05"
"1031","71","Scolytinae","Control","11/22/05"
"1032","71","Scolytinae","Control","12/1/05"
"1033","72","Scolytinae","Hg","4/13/05"
"1034","72","Scolytinae","Na","4/13/05"
"1035","72","Scolytinae","Na","11/17/05"
"1036","72","Scolytinae","Na","11/25/05"
"1037","72","Scolytinae","Na_F","4/20/05"
"1038","73","Scolytinae","Hg","5/17/05"
"1039","74","Scolytinae","Control","5/18/05"
"1040","74","Scolytinae","Hg","3/23/05"
"1041","74","Scolytinae","Hg","5/18/05"
"1042","74","Scolytinae","Hg","10/28/05"
"1043","74","Scolytinae","Hg","11/22/05"
"1044","74","Scolytinae","Hg","11/22/05"
"1045","74","Scolytinae","Hg","11/22/05"
"1046","74","Scolytinae","Hg","11/22/05"
"1047","74","Scolytinae","Hg","11/24/05"
"1048","74","Scolytinae","Hg","11/25/05"
"1049","74","Scolytinae","Hg","11/4/05"
"1050","74","Scolytinae","Hg","11/4/05"
"1051","74","Scolytinae","Na","6/7/05"
"1052","74","Scolytinae","Na","11/18/05"
"1053","74","Scolytinae","Na","11/18/05"
"1054","74","Scolytinae","Na","11/18/05"
"1055","74","Scolytinae","Na","11/22/05"
"1056","74","Scolytinae","Na","11/22/05"
"1057","74","Scolytinae","Na","11/22/05"
"1058","74","Scolytinae","Na","11/22/05"
"1059","74","Scolytinae","Na","11/22/05"
"1060","74","Scolytinae","Na","11/22/05"
"1061","74","Scolytinae","Na","11/22/05"
"1062","74","Scolytinae","Na","11/22/05"
"1063","74","Scolytinae","Na","11/22/05"
"1064","74","Scolytinae","Na","11/24/05"
"1065","74","Scolytinae","Na","11/24/05"
"1066","74","Scolytinae","Na","11/24/05"
"1067","74","Scolytinae","Na","11/24/05"
"1068","74","Scolytinae","Na","11/29/05"
"1069","74","Scolytinae","Na","11/29/05"
"1070","74","Scolytinae","Na","11/29/05"
"1071","74","Scolytinae","Na","11/29/05"
"1072","74","Scolytinae","Na","11/4/05"
"1073","74","Scolytinae","Na","11/4/05"
"1074","74","Scolytinae","Na","11/4/05"
"1075","74","Scolytinae","Na","11/4/05"
"1076","74","Scolytinae","Na_F","3/23/05"
"1077","74","Scolytinae","Na_F","5/18/05"
"1078","74","Scolytinae","Na_F","11/17/05"
"1079","74","Scolytinae","Na_F","11/22/05"
"1080","74","Scolytinae","Na_F","11/22/05"
"1081","74","Scolytinae","Na_F","11/24/05"
"1082","74","Scolytinae","Na_F","11/24/05"
"1083","74","Scolytinae","Control","11/18/05"
"1084","74","Scolytinae","Control","11/18/05"
"1085","74","Scolytinae","Control","11/22/05"
"1086","74","Scolytinae","Control","11/22/05"
"1087","74","Scolytinae","Control","11/22/05"
"1088","74","Scolytinae","Control","11/22/05"
"1089","74","Scolytinae","Control","11/24/05"
"1090","74","Scolytinae","Control","11/24/05"
"1091","74","Scolytinae","Control","11/24/05"
"1092","74","Scolytinae","Control","11/25/05"
"1093","75","Scolytinae","Hg","5/13/05"
"1094","75","Scolytinae","Na","5/18/05"
"1095","75","Scolytinae","Na","5/18/05"
"1096","75","Scolytinae","Na","5/18/05"
"1097","76","Scolytinae","Control","6/1/05"
"1098","76","Scolytinae","Na","6/1/05"
"1099","77","Scolytinae","Na","4/12/05"
"1100","78","Scolytinae","Control","4/13/05"
"1101","78","Scolytinae","Na","4/12/05"
"1102","78","Scolytinae","Na","4/13/05"
"1103","78","Scolytinae","Control","12/2/05"
"1104","78","Scolytinae","Control","12/2/05"
"1105","79","Scolytinae","Control","5/10/05"
"1106","8","Staphylinidae","Hg","3/24/05"
"1107","8","Staphylinidae","Hg","3/24/05"
"1108","80","Scolytinae","Hg","3/24/05"
"1109","81","Scolytinae","Hg","3/24/05"
"1110","82","Scolytinae","Na","4/12/05"
"1111","83","Scolytinae","Na_F","6/1/05"
"1112","84","Scolytinae","Hg","4/6/05"
"1113","85","Scolytinae","Hg","4/29/05"
"1114","86","Cerambycidae","Control","3/31/05"
"1115","86","Cerambycidae","Control","4/5/05"
"1116","86","Cerambycidae","Control","4/6/05"
"1117","86","Cerambycidae","Hg","3/29/05"
"1118","86","Cerambycidae","Na_F","4/6/05"
"1119","87","Cerambycidae","Control","5/11/05"
"1120","87","Cerambycidae","Na","11/25/05"
"1121","87","Cerambycidae","Control","11/18/05"
"1122","88","Bostrichidae","Hg","6/7/05"
"1123","88","Bostrichidae","Hg","11/24/05"
"1124","88","Bostrichidae","Control","11/25/05"
"1125","89","Chrysomelidae","Control","3/16/05"
"1126","9","Staphylinidae","Na","5/13/05"
"1127","90","Tenebrionidae","Hg","3/24/05"
"1128","91","Tenebrionidae","Hg","3/18/05"
"1129","92","Tenebrionidae","Hg","4/19/05"
"1130","93","Tenebrionidae","Na","5/17/05"
"1131","94","Sphaeridiinae","Hg","3/16/05"
"1132","94","Sphaeridiinae","Hg","3/18/05"
"1133","94","Sphaeridiinae","Hg","4/6/05"
"1134","94","Sphaeridiinae","Hg","5/18/05"
"1135","94","Sphaeridiinae","Hg","12/2/05"
"1136","94","Sphaeridiinae","Na","3/16/05"
"1137","94","Sphaeridiinae","Na","3/16/05"
"1138","94","Sphaeridiinae","Na","3/18/05"
"1139","94","Sphaeridiinae","Na","3/18/05"
"1140","94","Sphaeridiinae","Na","3/23/05"
"1141","94","Sphaeridiinae","Na","3/24/05"
"1142","94","Sphaeridiinae","Na","4/12/05"
"1143","94","Sphaeridiinae","Na","4/13/05"
"1144","94","Sphaeridiinae","Na","11/25/05"
"1145","95","Sphaeridiinae","Hg","3/16/05"
"1146","95","Sphaeridiinae","Hg","4/12/05"
"1147","95","Sphaeridiinae","Hg","4/20/05"
"1148","95","Sphaeridiinae","Na","3/29/05"
"1149","95","Sphaeridiinae","Na","3/31/05"
"1150","95","Sphaeridiinae","Na","3/31/05"
"1151","95","Sphaeridiinae","Na","4/12/05"
"1152","95","Sphaeridiinae","Na","5/18/05"
"1153","95","Sphaeridiinae","Na","11/17/05"
"1154","95","Sphaeridiinae","Na","11/17/05"
"1155","95","Sphaeridiinae","Na","11/24/05"
"1156","96","Sphaeridiinae","Hg","5/10/05"
"1157","96","Sphaeridiinae","Hg","5/10/05"
"1158","96","Sphaeridiinae","Hg","6/1/05"
"1159","96","Sphaeridiinae","Hg","6/7/05"
"1160","96","Sphaeridiinae","Na","5/18/05"
"1161","97","Sphaeridiinae","Hg","3/16/05"
"1162","97","Sphaeridiinae","Hg","3/18/05"
"1163","97","Sphaeridiinae","Hg","3/18/05"
"1164","97","Sphaeridiinae","Hg","4/12/05"
"1165","97","Sphaeridiinae","Hg","4/12/05"
"1166","97","Sphaeridiinae","Hg","4/13/05"
"1167","97","Sphaeridiinae","Hg","4/13/05"
"1168","97","Sphaeridiinae","Hg","4/13/05"
"1169","97","Sphaeridiinae","Hg","4/13/05"
"1170","97","Sphaeridiinae","Hg","4/13/05"
"1171","97","Sphaeridiinae","Hg","4/13/05"
"1172","97","Sphaeridiinae","Hg","4/19/05"
"1173","97","Sphaeridiinae","Hg","4/20/05"
"1174","97","Sphaeridiinae","Hg","4/20/05"
"1175","97","Sphaeridiinae","Hg","4/20/05"
